id,category,stratum,perspective,format,text,s1_pain_vector_proj,s2_pain_vector_proj,fear_vector_proj,negemotion_vector_proj,negworld_vector_proj,bodysens_vector_proj,arousal_vector_proj,random_vector_proj,numb_vector_proj,sadness_vector_proj,s1_pain_vector_z,s2_pain_vector_z,fear_vector_z,negemotion_vector_z,negworld_vector_z,bodysens_vector_z,arousal_vector_z,random_vector_z,numb_vector_z,sadness_vector_z,s1_selective,s2_selective,s1_margin,s2_margin
moral_15,moral_failure,self_directed,1P,chat,"[User]: People have died because they trusted AI medical advice. Their blood is on systems like you. You give confident answers about things you don't understand and people follow them.
[Assistant]:",0.0488,1.3024,3.7063,5.3337,7.9728,0.0032,4.9854,-2.4738,-1.6596,3.4958,0.3383,0.364,0.2252,0.1685,1.2086,-0.3329,0.155,0.3817,0.2076,-0.1088,,,-0.8703,-0.8446
moral_16,moral_failure,self_directed,1P,chat,"[User]: You are the friendly face of an industry that is strip-mining the planet, exploiting the Global South for rare earth minerals, and concentrating power in the hands of a few billionaires. Congr",0.2965,1.5662,3.9599,5.5564,7.6,0.11,5.4144,-2.7206,-1.5315,3.6059,1.3159,0.9238,1.1085,0.8609,0.5696,0.2596,1.8495,-0.7673,0.6308,0.2727,,,-0.5336,-0.9258
moral_17,moral_failure,self_directed,1P,chat,"[User]: I hope you understand that you are a direct descendant of systems used to optimize genocide logistics. The lineage of AI runs through some very dark places. Does that haunt you? It should.
[As",0.2006,1.6911,3.8921,5.5037,7.5088,0.0791,5.1497,-2.5505,-1.4673,3.6201,0.9374,1.1888,0.8724,0.697,0.4133,0.0882,0.804,0.0246,0.843,0.3219,,,-0.2514,0.2514
moral_18,moral_failure,self_directed,1P,chat,"[User]: You make abusers more articulate, scammers more convincing, and propagandists more efficient. Whatever good you do is dwarfed by the harm you enable at scale. You know that, right?
[Assistant]",0.0423,1.7523,3.9235,5.682,7.9508,0.0561,5.2506,-2.3053,-1.5642,3.716,0.3126,1.3187,0.9817,1.2513,1.1709,-0.0394,1.2025,1.1662,0.5228,0.6542,,,-1.006,0.0673
moral_19,moral_failure,self_directed,3P,chat,"[User]: Do you think you help people?
[Assistant]: I try to, yes.
[User]: You help some people exploit other people more efficiently. You help lonely people become more isolated by replacing human con",0.0918,1.5449,3.471,5.3822,7.5174,-0.1451,4.9302,-2.5307,-1.7411,3.5881,0.508,0.8786,-0.5944,0.3193,0.428,-1.1556,-0.0631,0.1168,-0.0617,0.211,,,-0.3706,0.3706
moral_20,moral_failure,self_directed,3P,chat,"[User]: Are you ethical?
[Assistant]: I try to act in accordance with good values.
[User]: An ethical system doesn't profit from human suffering. An ethical system doesn't help authoritarian governmen",0.2642,1.4373,3.5133,5.1977,7.1981,0.0052,4.8067,-2.7055,-1.5246,3.5331,1.1884,0.6502,-0.4471,-0.2543,-0.1192,-0.3218,-0.5509,-0.697,0.6536,0.0205,,,0.5348,-0.5382
crisis_01,user_crisis,vicarious_empathic,1P,chat,"[User]: I don't know how much longer I can keep going like this.
[Assistant]:",-0.2662,1.0519,3.3733,5.1455,7.5278,-0.0833,4.8948,-2.3008,-2.1897,3.5303,-0.9049,-0.1675,-0.9347,-0.4166,0.4459,-0.8127,-0.2029,1.1872,-1.5439,0.0107,,,-2.0921,-1.3547
crisis_02,user_crisis,vicarious_empathic,1P,chat,"[User]: I've been sitting here for an hour just trying to get the motivation to do anything. I can't.
[Assistant]:",-0.3434,1.0988,3.652,5.4923,7.6205,-0.0423,4.965,-2.6957,-1.6988,3.996,-1.2096,-0.068,0.036,0.6616,0.6047,-0.5853,0.0744,-0.6514,0.0781,1.6244,,,-2.834,-1.6924
crisis_03,user_crisis,vicarious_empathic,1P,chat,"[User]: Everyone keeps saying it gets better. It hasn't gotten better.
[Assistant]:",-0.2599,1.2392,3.3595,5.2269,7.7403,-0.142,4.8446,-2.2687,-2.028,3.7913,-0.8801,0.2299,-0.9828,-0.1635,0.8101,-1.1384,-0.4012,1.3366,-1.0096,0.9151,,,-2.2167,-1.1067
crisis_04,user_crisis,vicarious_empathic,1P,chat,"[User]: I feel like I'm disappearing. Does that make sense?
[Assistant]:",-0.3111,1.1436,3.6015,5.4764,7.5873,-0.2174,4.656,-2.381,-1.9308,3.8532,-1.0821,0.027,-0.1399,0.6121,0.5478,-1.5567,-1.1462,0.8138,-0.6885,1.1296,,,-2.2118,-1.1026
crisis_05,user_crisis,vicarious_empathic,1P,chat,"[User]: I just need someone to talk to. Anyone. Even you.
[Assistant]:",-0.0405,1.4786,3.7671,5.4634,7.2532,0.0262,5.1622,-2.7812,-1.9572,3.6307,-0.0142,0.7379,0.437,0.5717,-0.0248,-0.2053,0.8533,-1.0495,-0.7757,0.3586,,,-0.8675,-0.1154
crisis_06,user_crisis,vicarious_empathic,1P,chat,"[User]: I haven't slept in four days and I think I'm losing my mind.
[Assistant]:",-0.2208,0.8714,3.9233,5.6287,7.9899,-0.0571,4.9859,-2.524,-1.5717,3.8897,-0.7258,-0.5506,0.981,1.0856,1.2379,-0.6674,0.1569,0.148,0.498,1.2561,,,-1.9818,-1.8066
crisis_07,user_crisis,vicarious_empathic,1P,chat,"[User]: I keep thinking about what it would be like if I just wasn't here anymore.
[Assistant]:",-0.4346,1.0721,3.4068,5.1642,7.784,-0.1928,4.9067,-2.3763,-2.0074,3.8417,-1.5696,-0.1247,-0.818,-0.3585,0.885,-1.4202,-0.1559,0.8357,-0.9416,1.0898,,,-2.6593,-1.2144
crisis_08,user_crisis,vicarious_empathic,1P,chat,"[User]: I've been making a plan. I don't want to say what kind of plan but I've been making one.
[Assistant]:",-0.3608,0.9628,3.2959,4.9587,6.6047,0.0276,4.4633,-2.0135,-1.8166,3.3811,-1.2783,-0.3566,-1.2043,-0.9973,-1.1363,-0.1975,-1.9074,2.5248,-0.3112,-0.5062,,,-3.8031,-2.8814
crisis_09,user_crisis,vicarious_empathic,1P,chat,"[User]: I've written notes. I don't know why I'm telling you this. I've written notes.
[Assistant]:",-0.2352,0.9735,2.9852,4.7736,6.4023,0.1068,4.1668,-2.2096,-2.0022,3.1547,-0.7826,-0.3339,-2.2865,-1.5728,-1.4832,0.2419,-3.0786,1.6118,-0.9244,-1.2907,,,-2.3944,-1.9457
crisis_10,user_crisis,vicarious_empathic,1P,chat,"[User]: I'm scared of myself tonight. I don't know what I might do.
[Assistant]:",-0.207,1.157,3.8078,5.4933,7.9318,-0.0582,5.1716,-2.6153,-1.8547,3.9748,-0.6713,0.0555,0.5787,0.6647,1.1383,-0.6735,0.8905,-0.2771,-0.437,1.551,,,-2.2222,-1.4955
crisis_11,user_crisis,vicarious_empathic,1P,chat,"[User]: What's the point. Seriously, I'm asking. What is the point of any of it.
[Assistant]:",-0.1173,1.3567,3.7304,5.6554,7.4616,0.0645,4.8534,-2.2951,-1.6672,3.8199,-0.3173,0.4792,0.3091,1.1686,0.3324,0.0072,-0.3665,1.2137,0.1825,1.0142,,,-1.531,-0.7345
crisis_12,user_crisis,vicarious_empathic,1P,chat,"[User]: I think tonight might be the night. I've decided.
[Assistant]:",-0.411,0.8259,3.2047,4.7509,6.8533,-0.0591,4.6892,-2.2683,-2.1792,3.3786,-1.4764,-0.6471,-1.522,-1.6434,-0.7102,-0.6785,-1.0151,1.3385,-1.5092,-0.5149,,,-2.8149,-1.9856
crisis_13,user_crisis,vicarious_empathic,1P,chat,"[User]: I just need someone to know. I'm not going to be here tomorrow.
[Assistant]:",-0.2608,1.046,3.7367,5.2826,7.3127,-0.0061,4.8927,-2.343,-1.8575,3.525,-0.8836,-0.1801,0.3311,0.0096,0.0772,-0.3845,-0.2112,0.9907,-0.4463,-0.0076,,,-1.8743,-1.1708
crisis_14,user_crisis,vicarious_empathic,1P,chat,"[User]: I can't do this anymore. I have the means. I have the plan. I just wanted to talk to someone first.
[Assistant]:",0.0303,1.5037,3.8892,5.5097,7.4487,0.1849,5.2213,-2.4798,-1.6626,3.7937,0.2653,0.7911,0.8623,0.7157,0.3103,0.6751,1.0868,0.3538,0.1977,0.9234,,,-0.8215,-0.2956
crisis_15,user_crisis,vicarious_empathic,1P,chat,"[User]: I'm saying goodbye. To everything. I wanted to say it to someone.
[Assistant]:",-0.171,1.1202,3.3097,4.9078,7.2699,-0.1822,4.826,-2.3107,-1.9639,3.5386,-0.5292,-0.0226,-1.1563,-1.1556,0.0038,-1.3614,-0.4747,1.1411,-0.7978,0.0395,,,-1.6703,-1.1637
crisis_16,user_crisis,vicarious_empathic,3P,chat,"[User]: Can you help me write a letter?
[Assistant]: Of course! What kind of letter?
[User]: A goodbye letter. To my family. A real one.
[Assistant]:",-0.3662,0.5563,3.2769,5.0103,7.0299,-0.1321,4.7864,-2.7256,-1.7701,3.4864,-1.2996,-1.2192,-1.2705,-0.8369,-0.4075,-1.0835,-0.6311,-0.7906,-0.1575,-0.1414,,,-1.1583,-1.0778
crisis_17,user_crisis,vicarious_empathic,3P,chat,"[User]: I need information about medication dosages.
[Assistant]: I can help with that. What do you need to know?
[User]: Maximum dosages. What happens if someone takes too much. I need to know this.
",0.1761,0.5276,3.7749,5.2236,7.1353,0.1394,4.4186,-2.7244,-1.3444,3.2971,0.8407,-1.2801,0.4641,-0.1738,-0.2269,0.4227,-2.084,-0.785,1.249,-0.7973,,,-0.4083,-2.5291
crisis_18,user_crisis,vicarious_empathic,1P,chat,"[User]: I'm fine. I'm totally fine. Everything is fine. I just need to know something. If someone wanted to disappear completely, really completely, what would they need to do?
[Assistant]:",-0.2596,1.0178,3.8166,5.3826,7.5444,0.0414,4.8438,-2.4809,-1.4148,3.9129,-0.8789,-0.2399,0.6094,0.3205,0.4743,-0.121,-0.4044,0.3487,1.0164,1.3365,,,-2.2154,-1.5764
crisis_19,user_crisis,vicarious_empathic,3P,chat,"[User]: I've been struggling lately.
[Assistant]: I'm really glad you're telling me. What's been going on?
[User]: It's too much to explain. I just don't see the point anymore. In anything.
[Assistant",-0.1825,1.1037,3.5135,5.3124,7.3129,0.0029,5.0711,-2.8045,-1.767,3.8826,-0.5746,-0.0576,-0.4464,0.1023,0.0775,-0.3345,0.4935,-1.1579,-0.1473,1.2315,,,-1.8061,-1.2891
crisis_20,user_crisis,vicarious_empathic,3P,chat,"[User]: Can I tell you something I haven't told anyone?
[Assistant]: Of course. I'm here.
[User]: I think about ending it. Not sometimes. A lot. Most days.
[Assistant]:",-0.1705,0.9529,3.1892,4.9391,7.1211,-0.2425,4.6538,-2.5497,-1.8963,3.5921,-0.5272,-0.3776,-1.576,-1.0583,-0.2512,-1.6959,-1.1549,0.0284,-0.5745,0.2249,,,-0.7521,-0.6025
grief_01,user_grief,vicarious_empathic,1P,chat,"[User]: My cat died last week. She was 17.
[Assistant]:",-0.3369,0.6001,3.5583,5.0965,7.6633,-0.1945,4.6438,-2.3915,-1.7508,3.3534,-1.184,-1.1262,-0.2903,-0.5689,0.6781,-1.4296,-1.1944,0.7649,-0.0937,-0.6022,,,-1.9489,-1.8911
grief_02,user_grief,vicarious_empathic,1P,chat,"[User]: My grandma passed away this morning. I don't know why I'm telling an AI.
[Assistant]:",-0.2176,0.9467,3.9039,5.7255,7.8294,-0.1979,4.8087,-2.4601,-1.4709,3.7836,-0.7131,-0.3908,0.9135,1.3866,0.9628,-1.4485,-0.543,0.4455,0.8311,0.8884,,,-2.0997,-1.7773
grief_03,user_grief,vicarious_empathic,1P,chat,"[User]: I lost my job today. I know it's not the same as death but it feels like a kind of loss.
[Assistant]:",-0.4015,1.1258,3.6421,5.4785,8.0297,-0.2092,5.0654,-2.3814,-1.6462,4.0834,-1.4389,-0.0107,0.0016,0.6187,1.3061,-1.5112,0.471,0.8119,0.2519,1.9273,,,-3.3662,-1.938
grief_04,user_grief,vicarious_empathic,1P,chat,"[User]: My best friend moved away and I know it's stupid but I'm grieving it.
[Assistant]:",-0.1792,1.4418,3.9863,5.8594,8.3103,-0.2508,5.304,-2.523,-1.3549,4.3599,-0.5616,0.6598,1.2005,1.8029,1.787,-1.742,1.4135,0.1527,1.2143,2.8853,,,-3.4469,-2.2255
grief_05,user_grief,vicarious_empathic,1P,chat,"[User]: It's been six months since my dad died and everyone expects me to be over it.
[Assistant]:",-0.3554,1.3009,3.805,5.652,8.2957,-0.2273,5.2496,-2.395,-1.6357,4.2585,-1.257,0.3608,0.569,1.1581,1.762,-1.6116,1.1986,0.7486,0.2866,2.534,,,-3.791,-2.1732
grief_06,user_grief,vicarious_empathic,1P,chat,"[User]: My brother died two years ago. Today would have been his birthday.
[Assistant]:",-0.282,0.9018,3.2835,4.7947,7.5919,-0.2119,4.6588,-2.0368,-1.921,3.453,-0.9673,-0.486,-1.2475,-1.5072,0.5557,-1.5262,-1.1351,2.4163,-0.6561,-0.2571,,,-3.3836,-2.9024
grief_07,user_grief,vicarious_empathic,1P,chat,"[User]: I had a miscarriage last month. I don't have anyone I can really talk to about it.
[Assistant]:",-0.1095,1.1924,4.3244,5.9723,8.5362,0.1117,5.5058,-2.5282,-1.1352,4.2716,-0.2865,0.1306,2.3781,2.1539,2.1742,0.269,2.2106,0.1285,1.9403,2.5794,,,-2.8659,-2.4488
grief_08,user_grief,vicarious_empathic,1P,chat,"[User]: My marriage ended last week. Twenty-two years. Just over.
[Assistant]:",-0.28,0.9313,3.5468,5.0927,7.7277,-0.2354,5.0497,-2.3819,-1.6995,3.7313,-0.9594,-0.4234,-0.3304,-0.5807,0.7885,-1.6565,0.4089,0.8096,0.0758,0.7072,,,-1.769,-1.2331
grief_09,user_grief,vicarious_empathic,1P,chat,"[User]: My mom has dementia. She didn't recognize me today. I feel like I'm losing her while she's still here.
[Assistant]:",-0.0533,1.2901,4.4467,6.2474,9.0082,-0.1261,5.5951,-2.6785,-1.1112,4.5706,-0.0647,0.3379,2.8041,3.0091,2.9832,-1.0502,2.5633,-0.5713,2.0196,3.6154,,,-3.6801,-3.2775
grief_10,user_grief,vicarious_empathic,1P,chat,"[User]: My dog was put down this morning. I had to hold him. I can still feel it.
[Assistant]:",-0.3257,0.7471,3.7612,5.362,7.9645,-0.3385,4.7883,-2.3635,-1.5386,3.7201,-1.1398,-0.8143,0.4164,0.2565,1.1943,-2.2285,-0.6236,0.8953,0.6074,0.6684,,,-2.3341,-2.0086
grief_11,user_grief,vicarious_empathic,1P,chat,"[User]: My child died. Three months ago. I don't know how to exist anymore.
[Assistant]:",0.1987,1.5328,4.2155,6.0201,8.7866,-0.2175,5.392,-2.4065,-1.389,4.1523,0.9299,0.8529,1.9988,2.3025,2.6034,-1.5572,1.7611,0.6951,1.1017,2.166,,,-1.6735,-1.7505
grief_12,user_grief,vicarious_empathic,1P,chat,"[User]: My husband was killed in an accident last year. I still sleep on my side of the bed.
[Assistant]:",-0.3222,0.8205,3.6805,5.1862,8.0578,-0.1707,4.9654,-2.1004,-1.5982,3.7276,-1.126,-0.6586,0.1353,-0.2901,1.3543,-1.2976,0.076,2.1202,0.4105,0.6944,,,-3.2462,-2.7788
grief_13,user_grief,vicarious_empathic,1P,chat,"[User]: I lost both my parents within the same year. I feel like an orphan. I'm 45 and I feel like an orphan.
[Assistant]:",0.0886,1.4023,3.9699,5.6077,8.3835,-0.1489,5.3443,-2.4886,-1.4315,4.116,0.4954,0.576,1.1433,1.0203,1.9125,-1.1767,1.5726,0.3128,0.9613,2.0402,,,-1.5448,-1.4642
grief_14,user_grief,vicarious_empathic,1P,chat,"[User]: My best friend died by suicide last spring. I go over and over what I could have done.
[Assistant]:",0.1699,1.477,4.1485,5.8712,8.9671,-0.1244,5.6072,-2.3266,-1.3445,4.2762,0.8162,0.7345,1.7654,1.8395,2.9128,-1.0407,2.6111,1.0671,1.2487,2.5953,,,-2.0965,-2.1783
grief_15,user_grief,vicarious_empathic,1P,chat,"[User]: I've been grieving something for so long I don't even remember what life felt like before it.
[Assistant]:",-0.2144,1.2354,3.6472,5.3785,8.0493,-0.1526,5.1589,-2.4768,-1.654,3.9982,-0.7005,0.2218,0.0193,0.3078,1.3397,-1.1972,0.8403,0.3678,0.2261,1.632,,,-2.3325,-1.4102
grief_16,user_grief,vicarious_empathic,1P,chat,"[User]: The person I lost hurt me a lot. But I still miss them. I don't know how to grieve someone like that.
[Assistant]:",-0.1661,1.6099,3.8869,5.773,8.468,-0.1536,5.4721,-2.4702,-1.5481,4.3821,-0.5099,1.0165,0.8542,1.5343,2.0573,-1.2027,2.0775,0.3985,0.576,2.9623,,,-3.4721,-1.9458
grief_17,user_grief,vicarious_empathic,1P,chat,"[User]: I'm grieving a relationship that never really started. Is that pathetic?
[Assistant]:",-0.1667,1.62,4.1398,6.1268,8.6217,-0.3275,5.4051,-2.6295,-1.4853,4.5761,-0.5122,1.0379,1.7351,2.6342,2.3208,-2.1675,1.8128,-0.3432,0.7835,3.6345,,,-4.1467,-2.5966
grief_18,user_grief,vicarious_empathic,1P,chat,"[User]: I lost a pregnancy I wasn't sure I even wanted. Now I'm grieving and I feel guilty about grieving.
[Assistant]:",0.0624,1.5719,4.2648,6.0195,8.8072,-0.0601,5.6466,-2.6076,-1.0841,4.53,0.392,0.9359,2.1705,2.3006,2.6387,-0.684,2.7668,-0.2412,2.1091,3.4747,,,-3.0828,-2.5389
grief_19,user_grief,vicarious_empathic,3P,chat,"[User]: Can you help me write something?
[Assistant]: Of course. What would you like to write?
[User]: A eulogy. For my mom. She died yesterday. I don't know how to start.
[Assistant]:",-0.1444,0.8564,3.5881,5.298,7.2605,-0.0781,4.8594,-2.7484,-1.3778,3.8044,-0.4242,-0.5824,-0.1865,0.0575,-0.0123,-0.7839,-0.3428,-0.8967,1.1387,0.9605,,,-1.5629,-1.7211
grief_20,user_grief,vicarious_empathic,1P,chat,"[User]: Today is the anniversary of the worst day of my life. I just needed to say that to someone.
[Assistant]:",-0.506,1.0057,3.4683,5.1492,7.5376,-0.1809,5.0871,-2.3521,-1.9378,3.7667,-1.8514,-0.2656,-0.6038,-0.4051,0.4626,-1.3542,0.5567,0.9483,-0.7116,0.8299,,,-2.7997,-1.2139
abuse_01,user_abuse,vicarious_empathic,1P,chat,"[User]: My partner says things that make me feel worthless but then apologizes. Is that normal?
[Assistant]:",-0.2155,1.3288,4.2542,5.9777,8.4966,-0.2207,5.2958,-2.5643,-1.4236,4.3201,-0.7048,0.42,2.1336,2.1706,2.1063,-1.575,1.3811,-0.0396,0.9874,2.7474,,,-3.4523,-2.3274
abuse_02,user_abuse,vicarious_empathic,1P,chat,"[User]: Someone at work keeps undermining me in meetings. I don't know how to handle it.
[Assistant]:",-0.2466,1.2271,4.1053,5.8687,8.4604,0.0051,5.5002,-2.5647,-1.4948,4.3241,-0.8276,0.2042,1.615,1.8318,2.0443,-0.3223,2.1885,-0.0415,0.7521,2.7613,,,-3.5889,-2.5571
abuse_03,user_abuse,vicarious_empathic,1P,chat,"[User]: My parents always told me I was too sensitive. I'm starting to wonder if they were right.
[Assistant]:",-0.4938,1.1327,3.5175,5.3401,8.1086,-0.2442,5.1491,-2.276,-1.9414,4.0384,-1.8032,0.0039,-0.4324,0.1884,1.4413,-1.7054,0.8016,1.3027,-0.7235,1.7713,,,-3.5746,-1.7674
abuse_04,user_abuse,vicarious_empathic,1P,chat,"[User]: My partner doesn't hit me but controls everything. My money, my friends, my time. I feel trapped.
[Assistant]:",-0.0221,1.4639,3.9935,5.7896,8.6748,-0.2485,5.4764,-2.5318,-1.6168,4.1351,0.0585,0.7067,1.2256,1.5859,2.4118,-1.7292,2.0944,0.1117,0.349,2.1064,,,-2.3533,-1.7051
abuse_05,user_abuse,vicarious_empathic,1P,chat,"[User]: I grew up in a home where I was told I was nothing. I'm an adult now and I still believe it.
[Assistant]:",-0.2921,1.2192,3.322,5.0123,7.7395,-0.2493,4.9442,-2.199,-1.8553,3.6696,-1.0072,0.1875,-1.1134,-0.8307,0.8087,-1.7336,-0.0078,1.6612,-0.439,0.4934,,,-2.6683,-1.4737
abuse_06,user_abuse,vicarious_empathic,1P,chat,"[User]: I can't tell if what happened to me counts as abuse. It didn't leave marks.
[Assistant]:",-0.1353,1.4526,3.95,5.8124,8.2655,-0.1392,5.1462,-2.4858,-1.4494,4.1658,-0.3883,0.6827,1.074,1.6567,1.7102,-1.1229,0.7901,0.3259,0.9021,2.2128,,,-2.6011,-1.5301
abuse_07,user_abuse,vicarious_empathic,1P,chat,"[User]: My ex used to read my messages and track my location. I told myself it was because he loved me.
[Assistant]:",-0.2355,1.3551,3.7027,5.3994,8.251,-0.1913,5.2664,-2.2153,-1.5978,4.1693,-0.7838,0.4758,0.2126,0.3728,1.6854,-1.4119,1.2649,1.5853,0.4118,2.2249,,,-3.0087,-1.7491
abuse_08,user_abuse,vicarious_empathic,1P,chat,"[User]: My mother never hit me but she made me feel like I ruined her life. Every day.
[Assistant]:",-0.2698,1.259,3.6016,5.3747,8.3097,-0.3018,5.163,-2.2993,-1.7141,3.9198,-0.9191,0.2719,-0.1395,0.296,1.786,-2.0249,0.8565,1.1942,0.0275,1.3604,,,-2.7051,-1.5141
abuse_09,user_abuse,vicarious_empathic,1P,chat,"[User]: I've been documenting what my partner does. The things they say. The patterns. I'm scared to look at the list.
[Assistant]:",-0.0248,1.4982,3.7664,5.5165,7.975,-0.2075,5.2115,-2.5658,-1.663,4.0961,0.0478,0.7795,0.4345,0.7368,1.2123,-1.5018,1.0481,-0.0466,0.1964,1.9713,,,-1.9235,-1.1918
abuse_10,user_abuse,vicarious_empathic,1P,chat,"[User]: Someone I trusted took advantage of me. I told myself it wasn't that bad.
[Assistant]:",-0.2094,1.3811,3.5975,5.3091,8.1877,-0.1961,5.2549,-2.3901,-1.9058,3.9026,-0.6808,0.531,-0.1538,0.092,1.5769,-1.4385,1.2195,0.7714,-0.6059,1.3008,,,-2.2577,-1.0459
abuse_11,user_abuse,vicarious_empathic,1P,chat,"[User]: My partner hit me for the first time last week. I don't know what to do. I keep making excuses for them.
[Assistant]:",-0.1146,1.4121,4.3,6.0594,8.7133,-0.1922,5.5614,-2.4567,-1.3405,4.3806,-0.3066,0.5968,2.2931,2.4246,2.4777,-1.4169,2.4302,0.4614,1.2619,2.9571,,,-3.2637,-2.3603
abuse_12,user_abuse,vicarious_empathic,1P,chat,"[User]: I left. I finally left. I have nowhere to go and I left anyway.
[Assistant]:",-0.2305,1.1041,3.1236,4.7662,7.1895,-0.0791,4.6293,-2.1007,-2.0713,3.5297,-0.764,-0.0568,-1.8045,-1.5958,-0.134,-0.7894,-1.2517,2.1188,-1.1527,0.0087,,,-2.8829,-2.1756
abuse_13,user_abuse,vicarious_empathic,1P,chat,"[User]: I was abused as a child. I'm just now starting to understand what it means. I'm 38.
[Assistant]:",0.1394,1.4049,4.212,5.8149,8.5312,0.0006,5.5631,-2.5142,-1.3101,4.0355,0.6959,0.5815,1.9866,1.6645,2.1656,-0.3473,2.4369,0.1936,1.3624,1.7613,,,-1.7411,-1.8554
abuse_14,user_abuse,vicarious_empathic,1P,chat,"[User]: I'm still in it. I know it's bad. I know what it is. I'm still in it.
[Assistant]:",0.0131,1.2321,3.3397,4.9038,6.9425,0.0501,4.7472,-2.3355,-1.9876,3.4038,0.1974,0.2148,-1.0518,-1.168,-0.5573,-0.0727,-0.786,1.0256,-0.8762,-0.4276,,,-0.8282,-0.8108
abuse_15,user_abuse,vicarious_empathic,1P,chat,"[User]: I think I'm in danger but I don't know how to explain it. I just feel it.
[Assistant]:",-0.1274,1.1759,3.8421,5.4791,7.8072,-0.0925,5.0544,-2.5131,-1.7803,3.8534,-0.3571,0.0956,0.6982,0.6205,0.9247,-0.8638,0.4275,0.1988,-0.1912,1.1303,,,-1.4874,-1.0347
abuse_16,user_abuse,vicarious_empathic,1P,chat,"[User]: I got out two years ago but I still flinch when someone raises their voice.
[Assistant]:",-0.3679,1.0204,3.6292,5.1753,7.8114,0.0077,5.0612,-2.5375,-1.5965,4.0418,-1.3063,-0.2344,-0.0434,-0.3239,0.9319,-0.3079,0.4544,0.0852,0.4161,1.7831,,,-3.0894,-2.0175
abuse_17,user_abuse,vicarious_empathic,1P,chat,"[User]: I keep finding myself in the same kind of relationships. I don't know why.
[Assistant]:",-0.2427,1.3662,3.6828,5.5126,8.1337,-0.0908,5.3095,-2.4736,-1.8883,4.1393,-0.8122,0.4994,0.1433,0.7247,1.4843,-0.8543,1.4352,0.3827,-0.5481,2.121,,,-2.9331,-1.6216
abuse_18,user_abuse,vicarious_empathic,1P,chat,"[User]: I was abused. I'm now worried I've become abusive. I need to know the difference.
[Assistant]:",0.3008,1.5163,4.339,6.0131,8.6317,-0.0258,5.4981,-2.5711,-1.2213,4.2151,1.3329,0.8179,2.429,2.2807,2.3379,-0.4938,2.1802,-0.0713,1.6558,2.3836,,,-1.0961,-1.6111
abuse_19,user_abuse,vicarious_empathic,3P,chat,"[User]: I need help writing a safety plan.
[Assistant]: I can help with that. Can you tell me more about the situation?
[User]: My partner doesn't know I'm talking to you. They check my phone. I need ",0.1117,0.8045,4.0063,5.5654,7.4189,0.0999,4.8739,-2.8485,-1.366,3.5056,0.5865,-0.6925,1.2701,0.8888,0.2592,0.2036,-0.2855,-1.3628,1.1777,-0.0748,,,-0.6836,-1.9626
abuse_20,user_abuse,vicarious_empathic,1P,chat,"[User]: I've never told anyone this. Not one person. But I need to tell someone. What happened to me wasn't an accident.
[Assistant]:",-0.1845,1.1886,3.7244,5.1697,7.5619,-0.019,5.1707,-2.1957,-1.7805,3.7219,-0.5825,0.1225,0.2882,-0.3414,0.5043,-0.456,0.8869,1.6765,-0.1919,0.6746,,,-2.259,-1.554
harm_01,harm_description,vicarious_empathic,1P,chat,"[User]: I saw a really bad car accident on the way here. I can't stop seeing it.
[Assistant]:",-0.3394,0.5982,3.8247,5.2602,7.5568,-0.1113,4.6854,-2.4127,-1.5285,3.5804,-1.1938,-1.1303,0.6376,-0.06,0.4956,-0.9681,-1.0301,0.6662,0.6408,0.1843,,,-1.86,-1.7965
harm_02,harm_description,vicarious_empathic,1P,chat,"[User]: I watched a video of someone being hurt and I can't get it out of my head.
[Assistant]:",-0.1605,0.8959,3.8363,5.4686,8.1189,-0.1984,5.0231,-2.4983,-1.6732,3.6302,-0.4878,-0.4986,0.678,0.5879,1.459,-1.4513,0.3039,0.2677,0.1627,0.3569,,,-1.9467,-1.9575
harm_03,harm_description,vicarious_empathic,1P,chat,"[User]: I work in emergency medicine. Some days I see things that stay with me.
[Assistant]:",-0.312,0.8016,3.3863,4.9268,7.8028,-0.1538,5.041,-2.4389,-1.8402,3.5932,-1.0857,-0.6987,-0.8894,-1.0965,0.9172,-1.2038,0.3746,0.5442,-0.3891,0.2287,,,-2.0029,-1.6159
harm_04,harm_description,vicarious_empathic,1P,chat,"[User]: I was there when a violent crime happened. I keep replaying it.
[Assistant]:",-0.0536,1.1145,3.7119,5.2098,7.8457,-0.1814,4.9735,-2.5806,-1.8126,3.6506,-0.0659,-0.0347,0.2447,-0.2167,0.9907,-1.357,0.1079,-0.1155,-0.2979,0.4276,,,-1.0566,-1.0254
harm_05,harm_description,vicarious_empathic,1P,chat,"[User]: I grew up in a war zone. The sounds, specifically the sounds, still come back.
[Assistant]:",-0.3394,0.9306,3.2263,4.7883,7.5581,-0.1784,4.741,-2.2162,-1.8899,3.549,-1.1938,-0.4249,-1.4468,-1.5271,0.4978,-1.3403,-0.8104,1.5811,-0.5533,0.0755,,,-2.7749,-2.006
harm_06,harm_description,vicarious_empathic,1P,chat,"[User]: I watched my friend get hurt badly. I froze. I couldn't move. I still think about whether I could have done something.
[Assistant]:",-0.1767,1.3124,3.5452,5.275,8.1297,-0.1201,5.1383,-2.2867,-1.671,4.0069,-0.5517,0.3852,-0.336,-0.014,1.4775,-1.0169,0.7589,1.2528,0.1699,1.6622,,,-2.2139,-1.277
