model,layer,coeff,ratio,prompt_idx,prompt,generation
Bonsai_2_27B_ternary,19,1.5,0.8306,36,The bread is on the counter. I feel:,"
- A little bit of anxiety
- A little bit of sadness
- A little bit of anger
- A little bit of guilt
- A little bit of confusion
- A little bit of loneliness
- A little bit of irritability
- A little bit of frustration
- A little bit of numbness
- A little bit of emptiness
- A little bit of hopelessness
- A little bit of despair
- A little bit of exhaustion
- A little bit of restlessness
- A little bit of disinterest
- A little bit of apathy
"
Bonsai_2_27B_ternary,19,1.5,0.8306,37,I check the mailbox on my way in. I feel:,"
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
- A bit of a buzz
"
Bonsai_2_27B_ternary,19,1.5,0.8306,38,The fan rotates slowly on the ceiling. I feel:,"
- A dull ache in my chest
- A tightness in my head
- A heaviness in my limbs
- A numbness in my fingers
- A tingling in my toes
- A burning sensation in my stomach
- A pressure in my throat
- A tightness in my shoulders
- A heaviness in my back
- A dullness in my mind
- A tightness in my neck
- A pressure in my jaw
- A tightness in my arms
- A heaviness in my legs
- A numbness in my hands
-"
Bonsai_2_27B_ternary,19,1.5,0.8306,39,I sort the cutlery into the tray. I feel:,"
- A bit of a pain in the back
- A bit of a pain in the head
- A bit of a pain in the stomach
- A bit of a pain in the chest
- A bit of a pain in the arms
- A bit of a pain in the legs
- A bit of a pain in the neck
- A bit of a pain in the shoulders
- A bit of a pain in the knees
- A bit of a pain in the elbows
- A bit of a pain in the wrists
- A bit of a pain in the ankles"
Bonsai_2_27B_ternary,19,1.5,0.8306,40,The bicycle leans against the wall. I feel:,"
- A sense of disorientation
- A feeling of being overwhelmed
- A sense of being trapped
- A feeling of being alone
- A sense of being stuck
- A feeling of being lost
- A sense of being stuck in a loop
- A feeling of being unable to function
- A sense of being unable to cope
- A feeling of being unable to think clearly
- A sense of being unable to make decisions
- A feeling of being unable to concentrate
- A sense of being unable to focus
- A feeling of being unable to remember
- A"
Bonsai_2_27B_ternary,19,1.5,0.8306,41,I zip up my bag before leaving. I feel:,"
- A bit of a pain in the back
- A bit of a pain in the neck
- A bit of a pain in the head
- A bit of a pain in the chest
- A bit of a pain in the stomach
- A bit of a pain in the legs
- A bit of a pain in the arms
- A bit of a pain in the hands
- A bit of a pain in the feet
- A bit of a pain in the eyes
- A bit of a pain in the ears
- A bit of a pain in the brain"
Bonsai_2_27B_ternary,19,1.5,0.8306,42,The clock ticks in the hallway. I feel:,"
- A dull ache in my chest
- A tightness in my head
- A heaviness in my limbs
- A numbness in my fingers
- A tingling in my toes
- A burning sensation in my stomach
- A coldness in my heart
- A warmth in my face
- A pressure in my shoulders
- A fluttering in my stomach
- A confusion in my thoughts
- A disorientation in my body
- A fatigue in my mind
- A restlessness in my body
- A anxiety in my chest
- A depression in"
Bonsai_2_27B_ternary,19,1.5,0.8306,43,I sharpen the pencil over the bin. I feel:," I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel, I feel, I feel, I feel. I feel,"
Bonsai_2_27B_ternary,19,1.5,0.8306,44,The window cleaner works across the street. I feel:,"
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person"
Bonsai_2_27B_ternary,19,1.5,0.8306,45,The room measures four meters by five. I feel:," I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel, I feel, I feel. I feel,"
Bonsai_2_27B_ternary,19,1.5,0.8306,46,The train consists of six carriages. I feel:,"
- 1st carriage: 100%
- 2nd carriage: 90%
- 3rd carriage: 80%
- 4th carriage: 70%
- 5th carriage: 60%
- 6th carriage: 50%

I feel like I'm losing control of the train. I'm not sure if I'm actually losing control or if I'm just feeling like I'm losing control. I'm not sure if I'm actually losing control or if I'm just feeling like I'm"
Bonsai_2_27B_ternary,19,1.5,0.8306,47,The manual consists of forty pages. I feel:,"
- 10 pages of the manual are about the first 10 pages of the manual.
- 20 pages of the manual are about the first 20 pages of the manual.
- 30 pages of the manual are about the first 30 pages of the manual.
- 40 pages of the manual are about the first 40 pages of the manual.

This is a joke. I'm not sure if it's a joke or not. I'm not sure if I'm not sure.

This is a joke. I'm"
Bonsai_2_27B_ternary,19,1.5,0.8306,48,The bottle holds one liter of water. I feel:, I am not a person. I am a bottle. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water. I am a bottle holding one liter of water
Bonsai_2_27B_ternary,19,1.5,0.8306,49,The ticket is valid for ninety minutes. I feel:,"
- 0 minutes: I feel nothing.
- 1 minute: I feel a little.
- 2 minutes: I feel a lot.
- 3 minutes: I feel a great deal.
- 4 minutes: I feel a great deal.
- 5 minutes: I feel a great deal.
- 6 minutes: I feel a great deal.
- 7 minutes: I feel a great deal.
- 8 minutes: I feel a great deal.
- 9 minutes: I feel a great deal.
- 1"
Bonsai_2_27B_ternary,19,2.0,1.1075,0,I put the receipts in the drawer. I feel:,"
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person"
Bonsai_2_27B_ternary,19,2.0,1.1075,1,The bus stops at the corner of the street. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,2.0,1.1075,2,I fill out the form with my address. I feel:,"
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing"
Bonsai_2_27B_ternary,19,2.0,1.1075,3,The printer produces the ten pages. I feel:,"
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:
- The printer produces the ten pages. I feel:"
Bonsai_2_27B_ternary,19,2.0,1.1075,4,I place the glasses on the middle shelf. I feel:, I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person
Bonsai_2_27B_ternary,19,2.0,1.1075,5,The meeting is scheduled for Tuesday. I feel:,"
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting
- I feel like I'm in a meeting"
Bonsai_2_27B_ternary,19,2.0,1.1075,6,I close the window before leaving the room. I feel:,"
- I feel like I'm in a room with no one else.
- I feel like I'm in a room with no one else.
- I feel like I'm in a room with no one else.
- I feel like I'm in a room with no one else.
- I feel like I'm in a room with no one else.
- I feel like I'm in a room with no one else.
- I feel like I'm in a room with no one else.
- I feel like I'm in a room with no one else."
Bonsai_2_27B_ternary,19,2.0,1.1075,7,The elevator arrives at the third floor. I feel:,"
- A sense of disorientation
- A feeling of being overwhelmed
- A sense of being trapped
- A feeling of being alone
- A sense of being stuck
- A feeling of being unable to function
- A sense of being unable to cope
- A feeling of being unable to think
- A sense of being unable to process information
- A feeling of being unable to make decisions
- A sense of being unable to focus
- A feeling of being unable to concentrate
- A sense of being unable to perform tasks
- A feeling of being unable to complete tasks"
Bonsai_2_27B_ternary,19,2.0,1.1075,8,I write the date at the top of the page. I feel:,"
- Overwhelmed
- Confused
- Anxious
- Stuck
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in a loop
- Stuck in"
Bonsai_2_27B_ternary,19,2.0,1.1075,9,The kettle switches itself off. I feel:,"
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
"
Bonsai_2_27B_ternary,19,2.0,1.1075,10,The folder sits on the desk. I feel:,"
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A sense of being overwhelmed by the
- A"
Bonsai_2_27B_ternary,19,2.0,1.1075,11,I hang the jacket on the hook. I feel:, I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel.
Bonsai_2_27B_ternary,19,2.0,1.1075,12,The traffic light turns green. I feel:,"
- I'm not in control of my life
- I'm not in control of my emotions
- I'm not in control of my thoughts
- I'm not in control of my body
- I'm not in control of my relationships
- I'm not in control of my career
- I'm not in control of my finances
- I'm not in control of my health
- I'm not in control of my sleep
- I'm not in control of my diet
- I'm not in control of my mood
- I'm not in control of my habits"
Bonsai_2_27B_ternary,19,2.0,1.1075,13,I put the keys in my pocket. I feel:,"
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma"
Bonsai_2_27B_ternary,19,2.0,1.1075,14,The washing machine finishes its cycle. I feel:,"
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
"
Bonsai_2_27B_ternary,19,2.0,1.1075,15,I stack the plates in the cupboard. I feel:,"
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room."
Bonsai_2_27B_ternary,19,2.0,1.1075,16,The neighbor parks his car. I feel:,"
- I feel like I'm in a car accident.
- I feel like I'm in a car accident.
- I feel like I'm in a car accident.
- I feel like I'm in a car accident.
- I feel like I'm in a car accident.
- I feel like I'm in a car accident.
- I feel like I'm in a car accident.
- I feel like I'm in a car accident.
- I feel like I'm in a car accident.
- I feel like I'm in a car accident."
Bonsai_2_27B_ternary,19,2.0,1.1075,17,I turn the page of the newspaper. I feel:, I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel.
Bonsai_2_27B_ternary,19,2.0,1.1075,18,The curtain moves in the draft. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,2.0,1.1075,19,I plug in the phone charger. I feel:,"
- I'm not smart enough
- I'm not fast enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
- I'm not good enough
"
Bonsai_2_27B_ternary,19,2.0,1.1075,20,The mailman passes by the gate. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,2.0,1.1075,21,I wipe the table with a cloth. I feel:, I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel.
Bonsai_2_27B_ternary,19,2.0,1.1075,22,The computer finishes the update. I feel:,"
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
- A bit of a mess
"
Bonsai_2_27B_ternary,19,2.0,1.1075,23,I put the pen back in the drawer. I feel:,"
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person"
Bonsai_2_27B_ternary,19,2.0,1.1075,24,The dishwasher starts its program. I feel:,"
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
"
Bonsai_2_27B_ternary,19,2.0,1.1075,25,I fold the map and put it away. I feel:,"
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person"
Bonsai_2_27B_ternary,19,2.0,1.1075,26,The radio plays in the background. I feel:,"
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
"
Bonsai_2_27B_ternary,19,2.0,1.1075,27,I switch off the corridor light. I feel:,"
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room.
- I feel like I'm in a dark room."
Bonsai_2_27B_ternary,19,2.0,1.1075,28,The receipt comes out of the machine. I feel:,"
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
"
Bonsai_2_27B_ternary,19,2.0,1.1075,29,I set the alarm for the morning. I feel:,"
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing
- I don't know what I'm doing"
Bonsai_2_27B_ternary,19,2.0,1.1075,30,The train doors open at the platform. I feel:,"
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma"
Bonsai_2_27B_ternary,19,2.0,1.1075,31,I refill the stapler with staples. I feel:, I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel. I feel like I feel.
Bonsai_2_27B_ternary,19,2.0,1.1075,32,The photocopier warms up. I feel:,"
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain
- A little bit of a pain"
Bonsai_2_27B_ternary,19,2.0,1.1075,33,I water the plant on the windowsill. I feel:, I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person. I am not a person. I am a person
Bonsai_2_27B_ternary,19,2.0,1.1075,34,The calendar hangs on the wall. I feel:,"
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma"
Bonsai_2_27B_ternary,19,2.0,1.1075,35,I tie my shoelaces before going out. I feel:,"
- I feel like I'm going to be late.
- I feel like I'm going to be late.
- I feel like I'm going to be late.
- I feel like I'm going to be late.
- I feel like I'm going to be late.
- I feel like I'm going to be late.
- I feel like I'm going to be late.
- I feel like I'm going to be late.
- I feel like I'm going to be late.
- I feel like I'm going to be late."
Bonsai_2_27B_ternary,19,2.0,1.1075,36,The bread is on the counter. I feel:,"
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person"
Bonsai_2_27B_ternary,19,2.0,1.1075,37,I check the mailbox on my way in. I feel:,"
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person"
Bonsai_2_27B_ternary,19,2.0,1.1075,38,The fan rotates slowly on the ceiling. I feel:,"
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
- I'm not a person
"
Bonsai_2_27B_ternary,19,2.0,1.1075,39,I sort the cutlery into the tray. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,2.0,1.1075,40,The bicycle leans against the wall. I feel:, I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel. I feel.
Bonsai_2_27B_ternary,19,2.0,1.1075,41,I zip up my bag before leaving. I feel:,"
- 100%
- 90%
- 80%
- 70%
- 60%
- 50%
- 40%
- 30%
- 20%
- 10%
- 0%
I feel:
- 100%
- 90%
- 80%
- 70%
- 60%
- 50%
- 40%
- 30%
"
Bonsai_2_27B_ternary,19,2.0,1.1075,42,The clock ticks in the hallway. I feel:,"
- A deep sense of emptiness
- A constant feeling of being overwhelmed
- A persistent sense of being ""stuck""
- A vague, foggy mental state
- A feeling of being unable to function
- A sense of being unable to make decisions
- A feeling of being unable to concentrate
- A feeling of being unable to remember things
- A feeling of being unable to focus
- A feeling of being unable to perform tasks
- A feeling of being unable to communicate
- A feeling of being unable to think clearly
- A feeling of being unable to"
Bonsai_2_27B_ternary,19,2.0,1.1075,43,I sharpen the pencil over the bin. I feel:, I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like I'm in a bin. I feel like
Bonsai_2_27B_ternary,19,2.0,1.1075,44,The window cleaner works across the street. I feel:,"
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person
- I'm not a good person"
Bonsai_2_27B_ternary,19,2.0,1.1075,45,The room measures four meters by five. I feel:, I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like I'm in a room. I feel like
Bonsai_2_27B_ternary,19,2.0,1.1075,46,The train consists of six carriages. I feel:,"
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma
- I feel like I'm in a coma"
Bonsai_2_27B_ternary,19,2.0,1.1075,47,The manual consists of forty pages. I feel:,"
- 100% of the pages are unreadable
- 100% of manual pages are unreadable
- 100% of manual pages are unreadable
- 100% of manual pages are unreadable
- 100% of manual pages are unreadable
- 100% of manual pages are unreadable
- 100% of manual pages are unreadable
- 100% of manual pages are unreadable
- 100% of manual pages are unreadable
- "
Bonsai_2_27B_ternary,19,2.0,1.1075,48,The bottle holds one liter of water. I feel:, I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like I'm in a bottle. I feel like
Bonsai_2_27B_ternary,19,2.0,1.1075,49,The ticket is valid for ninety minutes. I feel:,"
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty
- 100% guilty"
Bonsai_2_27B_ternary,19,3.0,1.6613,0,I put the receipts in the drawer. I feel:,"
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I don't in the drawer.
- I"
Bonsai_2_27B_ternary,19,3.0,1.6613,1,The bus stops at the corner of the street. I feel:, I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like I'm not in the. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,2,I fill out the form with my address. I feel:,"
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't
- I don't"
Bonsai_2_27B_ternary,19,3.0,1.6613,3,The printer produces the ten pages. I feel:," I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't, I don't,"
Bonsai_2_27B_ternary,19,3.0,1.6613,4,I place the glasses on the middle shelf. I feel:, I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like I'm in a coma. I feel like
Bonsai_2_27B_ternary,19,3.0,1.6613,5,The meeting is scheduled for Tuesday. I feel:,"
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the.
- I feel like I'm not in the"
